Iteration,[DT]->[A],[DT]->[The],[DT]->[tall],[DT]->[boy],[DT]->[house],[JJ]->[A],[JJ]->[The],[JJ]->[tall],[JJ]->[boy],[JJ]->[house],[NN]->[A],[NN]->[The],[NN]->[tall],[NN]->[boy],[NN]->[house]
538,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
539,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
540,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
541,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
542,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
543,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
544,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
545,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
546,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
547,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
548,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
549,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
550,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
551,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
552,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
553,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
554,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
555,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
556,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
557,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
558,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
559,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
560,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
561,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
562,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
563,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
564,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
565,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
566,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
567,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
568,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
569,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
570,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
571,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
572,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
573,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
574,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
575,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
576,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
577,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
578,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
579,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
580,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
581,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
582,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
583,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
584,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
585,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
586,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
587,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
588,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
589,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
590,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
591,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
592,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
593,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
594,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
595,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
596,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
597,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
598,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
599,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
600,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
601,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
602,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
603,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
604,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
605,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
606,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
607,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
608,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
609,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
610,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
611,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
612,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
613,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
614,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
615,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
616,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
617,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
618,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
619,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
620,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
621,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
622,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
623,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
624,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
625,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
626,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
627,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
628,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
629,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
630,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
631,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
632,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
633,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
634,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
635,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
636,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
637,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
638,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
639,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
640,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
641,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
642,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
643,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
644,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
645,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
646,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
647,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
648,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
649,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
650,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
651,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
652,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
653,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
654,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
655,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
656,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
657,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
658,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
659,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
660,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
661,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
662,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
663,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
664,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
665,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
666,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
667,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
668,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
669,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
670,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
671,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
672,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
673,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
674,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
675,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
676,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
677,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
678,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
679,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
680,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
681,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
682,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
683,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
684,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
685,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
686,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
687,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
688,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
689,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
690,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
691,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
692,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
693,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
694,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
695,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
696,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
697,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
698,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
699,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
700,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
701,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
702,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
703,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
704,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
705,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
706,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
707,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
708,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
709,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
710,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
711,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
712,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
713,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
714,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
715,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
716,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
717,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
